doi;title;author;date;sdg;ugc_source;paperurl;source;query
10.1016/j.compenvurbsys.2019.101421;Towards the generation of 3D OpenStreetMap building models from single contributed photographs;Bshouty E.;01.01.2020;3.9;openstreetmap (osm);https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85075474230&origin=inward;scopus;KEY((sustainable cit*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1080/10402381.2014.1001539;Regional distribution of Secchi disk transparency in waters of the United States;"Stephens, Dana L. Bigham
Carlson, Robert E.
Horsburgh, Christine A.
Hoyer, Mark V.
Bachmann, Roger W.
Canfield, Daniel E., Jr.";01.01.2015;3.9;"Secchi Dip-In;Florida LAKEWATCH;Minnesota Citizen Lake Monitoring Program;University of Rhode Island Watershed Watch;Vermont Lay Monitoring Program";;webofknowledge;Water monitoring
10.1080/13658816.2014.996567;A geographic approach for combining social media and authoritative data towards identifying useful information for disaster management;de Albuquerque J.;01.01.2015;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84930039252&origin=inward;scopus;TITLE((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.landurbplan.2018.02.002;Participatory soundscape sensing;Li C.;01.05.2018;11.3;PSS - webapp;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044646912&origin=inward;scopus;KEY((particip* plan* AND (urban OR settlement)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.3390/f4041199;An exploratory assessment of a smartphone application for public participation in forest fuels measurement in the Wildland-urban interface;Ferster C.;27.12.2013;11.3;Wildfire RedCross App;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84890872978&origin=inward;scopus;KEY((particip* AND (urban plan* OR urban manage*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1080/01431161.2017.1400193;Enhancing the temporal resolution of satellite-based flood extent generation using crowdsourced data for disaster monitoring;Panteras G.;04.03.2018;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85046087576&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.2196/jmir.3875;Social media as a sensor of air quality and public response in China;Wang S.;01.01.2015;3.9;sina weibo;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929675571&origin=inward;scopus;KEY(((chemical* OR air OR water OR soil) AND (pollution OR contamination)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1080/19475683.2018.1450785;Geo-sensor(s) for potential prediction of earthquakes: can earthquake be predicted by abnormal animal phenomena?;Cao K.;03.04.2018;11.5;"twitter;unknown Citizen Science App";https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85044439673&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1371/currents.dis.b305fe1b479528fda724c6f84f546471;Twitter as a potential disaster risk reduction tool. part iii: Evaluating variables that promoted regional twitter use for at-risk populations during the 2013 Hattiesburg F4 Tornado;Cooper G.;07.05.2015;11.b;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84958576316&origin=inward;scopus;KEY((disaster AND risk AND reduction) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1088/1748-9326/ab8847;Patterns of population displacement during mega-fires in California detected using Facebook Disaster Maps;Jia S.;01.07.2020;11.5;facebook;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088099016&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1016/j.compenvurbsys.2020.101522;Domain-specific sentiment analysis for tweets during hurricanes (DSSA-H): A domain-adversarial neural-network-based approach;Yao F.;01.09.2020;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087677672&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.13203/j.whugis20190054;A New Method to Detect the Development Situation of Disasters Based on Social Media Co-word Network;Wang Y.;05.05.2020;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086756398&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1111/mice.12573;A multilabel classification approach to identify hurricane-induced infrastructure disruptions using social media data;Roy K.C.;01.01.2020;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85086174126&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1111/mice.12576;Semiautomated social media analytics for sensing societal impacts due to community disruptions during disasters;Zhang C.;01.01.2020;11.5;Social media - not further specified;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085894978&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1061/JTEPBS.0000399;Bicycle Ridership Using Crowdsourced Data: Ordered Probit Model Approach;Lin Z.;01.08.2020;11.a;strava;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085842539&origin=inward;scopus;KEY(((urban OR integrat*) AND polic*) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1130/G47096.1;Citizen science campaign reveals widespread fallout of contaminated dust from mining activities in the central Peruvian Andes;Molloy J.B.;01.01.2020;3.9;citizen science - GPS tracker;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85089234545&origin=inward;scopus;KEY(((chemical* OR air OR water OR soil) AND (pollution OR contamination)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1080/10095020.2020.1787800;Urban sprawl and its impact on sustainable urban development: a combination of remote sensing and social media data;Shao Z.;01.01.2020;11.3;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088836991&origin=inward;scopus;TITLE((urban* AND (inclus* OR sustain*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.3390/ijerph17145077;Digital surveillance for monitoring environmental health threats: A case study capturing public opinion from twitter about the 2019 Chennai water crisis;Xiong J.;02.07.2020;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087923210&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1061/(ASCE)ME.1943-5479.0000836;Rapid Assessment of Disaster Impacts on Highways Using Social Media;Chen Y.;01.09.2020;11.5;twitter;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087546661&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
10.1017/dmp.2019.36;Social Media Usage during Disasters: Exploring the Impact of Location and Distance on Online Engagement;Deng Q.;01.01.2019;11.5;Social media - not further specified;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085714697&origin=inward;scopus;KEY((disaster AND (manage* OR help* OR support*)) AND ((citizen science collective sens*) OR (citizen science) OR (citizen sensing) OR (community-based monitoring) OR (community-based participatory research) OR (participatory sensing) OR (participatory action research) OR (participatory gis) OR (PPGIS) OR (volunteer monitoring) OR (Web 2.0) OR (Neogeograph*) OR (volunteered geograph*) OR (vgi) OR (crowdsourc*) OR (crowd-sourc*) OR (crowd sourc*) OR (user-generated content*) OR (user generated content*) OR (ugc) OR (social media) OR (gisience)))
